time_stamp,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2022-05-21T00:00:00Z,1.2,0.8,1.7,1.4820000000000002,0.627,2.337,1.5915,0.631,2.552,1.8290000000000002,0.841,2.817,1.8924999999999998,0.848,2.937
2022-05-22T00:00:00Z,2.7,2.3,3.1,4.3294999999999995,3.261,5.398,4.378,3.261,5.495,4.987,3.688,6.286,5.0005,3.688,6.313
2022-05-23T00:00:00Z,1.2,0.9,1.6,1.4620000000000002,0.744,2.18,1.47,0.745,2.195,1.8085,0.966,2.651,1.8090000000000002,0.966,2.652
2022-05-24T00:00:00Z,1.8,1.5,2.1,2.4225,1.723,3.122,2.4555000000000002,1.723,3.188,2.9154999999999998,2.043,3.788,2.9195,2.043,3.796
2022-05-25T00:00:00Z,2.6,2.3,2.9,3.8755,3.186,4.565,3.884,3.186,4.582,4.565,3.658,5.472,4.5655,3.658,5.473
2022-05-26T00:00:00Z,1.9,1.7,2.1,2.339,2.005,2.673,2.3594999999999997,2.005,2.714,2.9085,2.425,3.392,2.9154999999999998,2.425,3.406
2022-05-27T00:00:00Z,2.6,2.1,3.1,3.5575,2.745,4.37,3.6115,2.745,4.478,4.6635,3.532,5.795,4.679,3.532,5.826
2022-05-28T00:00:00Z,2,1.7,2.3,2.6525,2.123,3.182,2.653,2.123,3.183,3.47,2.721,4.219,3.47,2.721,4.219
2022-05-29T00:00:00Z,1.3,1,1.5,1.483,1.046,1.92,1.4895,1.046,1.933,1.8295000000000001,1.294,2.365,1.831,1.294,2.368
2022-05-30T00:00:00Z,1,0.5,1.4,1.6420000000000001,0.337,2.947,1.7530000000000001,0.411,3.095,1.809,0.419,3.199,1.8935,0.487,3.3
2022-05-31T00:00:00Z,1.4,1.3,1.4,1.7930000000000001,1.625,1.961,1.7974999999999999,1.628,1.967,2.1334999999999997,1.854,2.413,2.135,1.855,2.415
2022-06-01T00:00:00Z,1.7,1.5,2,2.4275,1.867,2.988,2.443,1.867,3.019,2.8289999999999997,2.141,3.517,2.8315,2.141,3.522
2022-06-02T00:00:00Z,2.4,2,2.7,3.4050000000000002,2.791,4.019,3.4515000000000002,2.791,4.112,3.949,3.158,4.74,3.9690000000000003,3.158,4.78
2022-06-03T00:00:00Z,2.2,1.9,2.5,3.0195,2.505,3.534,3.02,2.505,3.535,3.6100000000000003,2.938,4.282,3.6100000000000003,2.938,4.282
2022-06-04T00:00:00Z,2.1,1.8,2.4,2.774,2.207,3.341,2.83,2.235,3.425,3.399,2.678,4.12,3.4539999999999997,2.714,4.194
2022-06-05T00:00:00Z,1.9,1.7,2,2.4015,2.138,2.665,2.423,2.151,2.695,3,2.59,3.41,3.01,2.595,3.425
2022-06-06T00:00:00Z,1.1,0.9,1.3,1.0325,0.685,1.38,1.044,0.685,1.403,1.4495,0.969,1.93,1.4525,0.969,1.936
2022-06-07T00:00:00Z,1.8,1.6,1.9,2.2535,2.018,2.489,2.2615,2.018,2.505,2.803,2.408,3.198,2.8055,2.408,3.203
2022-06-08T00:00:00Z,2.4,2.1,2.6,3.348,2.949,3.747,3.3695,2.949,3.79,4.0200000000000005,3.43,4.61,4.033,3.43,4.636
2022-06-09T00:00:00Z,2.2,1.8,2.5,2.927,2.342,3.512,2.955,2.342,3.568,3.5685000000000002,2.793,4.344,3.5715,2.793,4.35
2022-06-10T00:00:00Z,3,2.8,3.2,4.5335,4.157,4.91,4.541,4.157,4.925,5.559,4.897,6.221,5.561,4.897,6.225
2022-06-11T00:00:00Z,2.1,1.8,2.4,2.721,2.216,3.226,2.7350000000000003,2.216,3.254,3.3355,2.644,4.027,3.3365,2.644,4.029
2022-06-12T00:00:00Z,2.8,2.5,3,3.9085,3.434,4.383,4.039,3.534,4.544,5.1435,4.323,5.964,5.234999999999999,4.406,6.064
2022-06-13T00:00:00Z,1.2,1.1,1.4,1.349,1.051,1.647,1.3655,1.076,1.655,2.578,1.978,3.178,2.58,1.98,3.18
2022-06-14T00:00:00Z,3,2.5,3.5,4.4335,3.325,5.542,4.5785,3.325,5.832,5.1635,3.781,6.546,5.2395000000000005,3.781,6.698
2022-06-15T00:00:00Z,5.3,5.2,5.4,8.404,7.847,8.961,8.467,7.847,9.087,9.786999999999999,8.827,10.747,9.817,8.827,10.807
2022-06-16T00:00:00Z,4.1,4.2,4.1,6.2625,6.075,6.45,6.265000000000001,6.075,6.455,7.419499999999999,6.911,7.928,7.42,6.911,7.929
