time_stamp,pm2.5_atm,pm10.0_atm
2020-01-01T00:00:00Z,51.668,57.849999999999994
2020-01-02T00:00:00Z,36.8085,41.706
2020-01-03T00:00:00Z,43.775000000000006,48.283500000000004
2020-01-04T00:00:00Z,45.1225,49.8685
2020-01-05T00:00:00Z,42.216,48.287
2020-01-06T00:00:00Z,42.9905,48.194
2020-01-07T00:00:00Z,37.6425,42.846000000000004
2020-01-08T00:00:00Z,36.142500000000005,41.61
2020-01-09T00:00:00Z,54.646,60.7305
2020-01-10T00:00:00Z,36.97,41.635
2020-01-11T00:00:00Z,35.637499999999996,40.179500000000004
2020-01-12T00:00:00Z,35.8175,40.7785
2020-01-13T00:00:00Z,44.5655,48.6265
2020-01-14T00:00:00Z,29.9385,33.7405
2020-01-15T00:00:00Z,29.316,33.2055
2020-01-16T00:00:00Z,35.65,40.921
2020-01-17T00:00:00Z,31.226,35.767
2020-01-18T00:00:00Z,30.897,35.673
2020-01-19T00:00:00Z,33.4795,38.230999999999995
2020-01-20T00:00:00Z,45.1045,51.999
2020-01-21T00:00:00Z,33.891,39.352000000000004
2020-01-22T00:00:00Z,41.930499999999995,47.6095
2020-01-23T00:00:00Z,53.6425,57.8015
2020-01-24T00:00:00Z,59.672,63.670500000000004
2020-01-25T00:00:00Z,60.2415,64.406
2020-01-26T00:00:00Z,56.8055,60.128499999999995
2020-01-27T00:00:00Z,46.041,50.8515
2020-01-28T00:00:00Z,38.912,43.98
2020-01-29T00:00:00Z,38.667,43.542
2020-01-30T00:00:00Z,37.259,43.0045
2020-01-31T00:00:00Z,44.86,50.4965
2020-02-01T00:00:00Z,42.269499999999994,47.1955
2020-02-02T00:00:00Z,35.653,40.3705
2020-02-03T00:00:00Z,32.4655,37.42
2020-02-04T00:00:00Z,28.777,32.5345
2020-02-05T00:00:00Z,26.5915,29.4665
2020-02-06T00:00:00Z,39.652,44.974999999999994
2020-02-07T00:00:00Z,43.971,48.2515
2020-02-08T00:00:00Z,45.348000000000006,49.5405
2020-02-09T00:00:00Z,34.252,38.0985
2020-02-10T00:00:00Z,32.025999999999996,35.8375
2020-02-11T00:00:00Z,43.9085,49.528
2020-02-12T00:00:00Z,38.5325,43.706
2020-02-13T00:00:00Z,38.265,44.107499999999995
2020-02-14T00:00:00Z,33.9265,38.2195
2020-02-15T00:00:00Z,39.239000000000004,44.1015
2020-02-16T00:00:00Z,41.539500000000004,47.016
2020-02-17T00:00:00Z,40.465,44.613
2020-02-18T00:00:00Z,35.289500000000004,39.414
2020-02-19T00:00:00Z,45.092999999999996,50.875
2020-02-20T00:00:00Z,45.1295,50.869499999999995
2020-02-21T00:00:00Z,46.893499999999996,51.89
2020-02-22T00:00:00Z,58.155,62.527499999999996
2020-02-23T00:00:00Z,58.5835,62.3685
2020-02-24T00:00:00Z,41.515,46.073
2020-02-25T00:00:00Z,40.5315,45.7235
2020-02-26T00:00:00Z,39.9195,45.0025
2020-02-27T00:00:00Z,39.490500000000004,44.4945
2020-02-28T00:00:00Z,44.8085,49.235
2020-02-29T00:00:00Z,43.492,46.5595
2020-03-01T00:00:00Z,38.974500000000006,42.9565
2020-03-02T00:00:00Z,45.663999999999994,50.003
2020-03-03T00:00:00Z,41.017,45.689
2020-03-04T00:00:00Z,46.5435,50.3455
2020-03-05T00:00:00Z,42.0425,45.588499999999996
2020-03-06T00:00:00Z,39.611,42.7705
2020-03-07T00:00:00Z,40.442499999999995,43.0075
2020-03-08T00:00:00Z,39.4515,42.836999999999996
2020-03-09T00:00:00Z,41.081500000000005,45.094
2020-03-10T00:00:00Z,40.4275,43.8955
2020-03-11T00:00:00Z,36.215,40.3465
2020-03-12T00:00:00Z,44.129999999999995,46.724000000000004
2020-03-13T00:00:00Z,39.735,44.1755
2020-03-14T00:00:00Z,38.5045,42.546
2020-03-15T00:00:00Z,38.166000000000004,41.3325
2020-03-16T00:00:00Z,38.0395,41.555
2020-03-17T00:00:00Z,35.890499999999996,39.634
2020-03-18T00:00:00Z,37.2235,41.0785
2020-03-19T00:00:00Z,39.9635,43.960499999999996
2020-03-20T00:00:00Z,39.2945,43.532000000000004
2020-03-21T00:00:00Z,37.034,41.541
2020-03-22T00:00:00Z,42.3755,45.485
2020-03-23T00:00:00Z,35.7625,40.0835
2020-03-24T00:00:00Z,36.39,40.3345
2020-03-25T00:00:00Z,37.9735,41.9205
2020-03-26T00:00:00Z,38.0145,42.741
2020-03-27T00:00:00Z,41.0865,45.527
2020-03-28T00:00:00Z,37.4825,42.262499999999996
2020-03-29T00:00:00Z,44.5165,47.6925
2020-03-30T00:00:00Z,35.173500000000004,39.172000000000004
2020-03-31T00:00:00Z,40.7635,43.1085
2020-04-01T00:00:00Z,40.163000000000004,42.635000000000005
2020-04-02T00:00:00Z,38.5385,42.936
2020-04-03T00:00:00Z,34.769999999999996,38.2235
2020-04-04T00:00:00Z,38.5985,41.9555
2020-04-05T00:00:00Z,42.0805,44.094500000000004
2020-04-06T00:00:00Z,41.635,43.855
2020-04-07T00:00:00Z,38.3695,41.5365
2020-04-08T00:00:00Z,38.702999999999996,41.78
2020-04-09T00:00:00Z,46.0835,47.982499999999995
2020-05-19T00:00:00Z,39.214999999999996,41.4695
2020-05-20T00:00:00Z,40.7355,43.0045
2020-05-21T00:00:00Z,36.323,39.562999999999995
2020-05-22T00:00:00Z,37.2505,39.907999999999994
2020-05-23T00:00:00Z,46.7215,48.5405
2020-05-24T00:00:00Z,39.322500000000005,42.092
2020-05-25T00:00:00Z,38.601,41.4665
2020-05-26T00:00:00Z,38.6155,40.9925
2020-05-27T00:00:00Z,40.0785,41.995
2020-05-28T00:00:00Z,37.6135,39.672999999999995
2020-05-29T00:00:00Z,41.37,42.8385
2020-05-30T00:00:00Z,33.6955,36.98
2020-05-31T00:00:00Z,35.4845,38.372
2020-06-01T00:00:00Z,32.152,35.0195
2020-06-02T00:00:00Z,39.317,41.2375
2020-06-03T00:00:00Z,40.651500000000006,42.397999999999996
2020-06-04T00:00:00Z,42.610499999999995,44.01649999999999
2020-06-05T00:00:00Z,44.492,45.7465
2020-06-06T00:00:00Z,44.177,45.318999999999996
2020-06-07T00:00:00Z,43.29900000000001,45.263
2020-06-08T00:00:00Z,50.2165,51.462
2020-06-09T00:00:00Z,40.904,43.478
2020-06-10T00:00:00Z,41.817499999999995,43.275499999999994
2020-06-11T00:00:00Z,36.6965,39.36
2020-06-12T00:00:00Z,39.388000000000005,41.6335
2020-06-13T00:00:00Z,36.6575,38.931999999999995
2020-06-14T00:00:00Z,39.0075,41.2605
2020-06-15T00:00:00Z,38.2625,40.1425
2020-06-16T00:00:00Z,39.6245,41.2435
2020-06-17T00:00:00Z,43.818,45.361000000000004
2020-06-18T00:00:00Z,46.471999999999994,47.2395
2020-06-19T00:00:00Z,42.0195,43.323
2020-06-20T00:00:00Z,37.876,39.925999999999995
2020-06-21T00:00:00Z,37.033,39.383500000000005
2020-06-22T00:00:00Z,36.166999999999994,38.917
2020-06-23T00:00:00Z,37.6445,39.841
2020-06-24T00:00:00Z,38.041000000000004,40.2535
2020-06-25T00:00:00Z,35.525999999999996,38.6175
2020-06-26T00:00:00Z,38.535999999999994,40.705999999999996
2020-06-27T00:00:00Z,38.5665,40.954
2020-06-28T00:00:00Z,43.6175,46.2085
2020-06-29T00:00:00Z,50.999500000000005,51.673500000000004
2020-06-30T00:00:00Z,46.199,47.183
2020-07-01T00:00:00Z,43.7035,45.4395
2020-07-02T00:00:00Z,38.138,40.38549999999999
2020-07-03T00:00:00Z,41.5905,43.111000000000004
2020-07-04T00:00:00Z,43.139,44.1765
2020-07-05T00:00:00Z,51.449,52.721
2020-07-06T00:00:00Z,44.836999999999996,45.738
2020-07-07T00:00:00Z,41.803999999999995,42.7795
2020-07-08T00:00:00Z,47.6355,48.23350000000001
2020-07-09T00:00:00Z,43.8125,45.1905
2020-07-10T00:00:00Z,45.25,46.039500000000004
2020-07-11T00:00:00Z,42.782000000000004,43.848
2020-07-12T00:00:00Z,44.1085,45.028
2020-07-13T00:00:00Z,44.872,45.653
2020-07-14T00:00:00Z,42.964499999999994,43.778
2020-07-15T00:00:00Z,43.248999999999995,44.107
2020-07-16T00:00:00Z,46.539,47.335499999999996
2020-07-17T00:00:00Z,40.250499999999995,41.714999999999996
2020-07-18T00:00:00Z,39.3485,40.789
2020-07-19T00:00:00Z,44.997,45.774
2020-07-20T00:00:00Z,43.8175,44.9735
2020-07-21T00:00:00Z,56.1815,56.858999999999995
2020-07-22T00:00:00Z,51.711,52.1865
2020-07-23T00:00:00Z,45.216499999999996,46.3185
2020-07-24T00:00:00Z,43.802,44.9345
2020-07-25T00:00:00Z,46.857,47.9005
2020-07-26T00:00:00Z,46.5195,47.310500000000005
2020-07-27T00:00:00Z,45.7845,46.8145
2020-07-28T00:00:00Z,44.5535,45.4925
2020-07-29T00:00:00Z,43.824,45.0955
2020-07-30T00:00:00Z,41.9715,43.6785
2020-07-31T00:00:00Z,41.978,43.6105
2020-08-01T00:00:00Z,41.9985,43.209
2020-08-02T00:00:00Z,40.542,41.756499999999996
2020-08-03T00:00:00Z,47.968,49.03
2020-08-04T00:00:00Z,48.2855,48.841
2020-08-05T00:00:00Z,46.5895,47.6335
2020-08-06T00:00:00Z,44.587,46.0505
2020-08-07T00:00:00Z,43.342999999999996,44.4525
2020-08-08T00:00:00Z,39.961,41.42250000000001
2020-08-09T00:00:00Z,45.2455,46.5325
2020-08-10T00:00:00Z,43.9205,44.826
2020-08-11T00:00:00Z,42.799,44.243
2020-08-12T00:00:00Z,42.1115,43.448
2020-08-13T00:00:00Z,41.8875,43.478500000000004
2020-08-14T00:00:00Z,41.663999999999994,43.263999999999996
2020-08-15T00:00:00Z,46.9685,48.160000000000004
2020-08-16T00:00:00Z,46.516000000000005,47.487500000000004
2020-08-17T00:00:00Z,49.391999999999996,49.910000000000004
2020-08-18T00:00:00Z,68.077,68.7085
2020-08-19T00:00:00Z,50.647,51.3005
2020-08-20T00:00:00Z,50.373,51.0505
2020-08-21T00:00:00Z,69.2995,72.22149999999999
2020-08-22T00:00:00Z,75.9675,80.1985
