time_stamp,pm10.0_atm
2020-01-01,57.85
2020-01-02,41.706
2020-01-03,48.2835
2020-01-04,49.8685
2020-01-05,48.287
2020-01-06,48.194
2020-01-07,42.846
2020-01-08,41.61
2020-01-09,60.7305
2020-01-10,41.635
2020-01-11,40.1795
2020-01-12,40.7785
2020-01-13,48.6265
2020-01-14,33.7405
2020-01-15,33.2055
2020-01-16,40.921
2020-01-17,35.767
2020-01-18,35.673
2020-01-19,38.231
2020-01-20,51.999
2020-01-21,39.352
2020-01-22,47.6095
2020-01-23,57.8015
2020-01-24,63.6705
2020-01-25,64.406
2020-01-26,60.1285
2020-01-27,50.8515
2020-01-28,43.98
2020-01-29,43.542
2020-01-30,43.0045
2020-01-31,50.4965
2020-02-01,47.1955
2020-02-02,40.3705
2020-02-03,37.42
2020-02-04,32.5345
2020-02-05,29.4665
2020-02-06,44.975
2020-02-07,48.2515
2020-02-08,49.5405
2020-02-09,38.0985
2020-02-10,35.8375
2020-02-11,49.528
2020-02-12,43.706
2020-02-13,44.1075
2020-02-14,38.2195
2020-02-15,44.1015
2020-02-16,47.016
2020-02-17,44.613
2020-02-18,39.414
2020-02-19,50.875
2020-02-20,50.8695
2020-02-21,51.89
2020-02-22,62.5275
2020-02-23,62.3685
2020-02-24,46.073
2020-02-25,45.7235
2020-02-26,45.0025
2020-02-27,44.4945
2020-02-28,49.235
2020-02-29,46.5595
2020-03-01,42.9565
2020-03-02,50.003
2020-03-03,45.689
2020-03-04,50.3455
2020-03-05,45.5885
2020-03-06,42.7705
2020-03-07,43.0075
2020-03-08,42.837
2020-03-09,45.094
2020-03-10,43.8955
2020-03-11,40.3465
2020-03-12,46.724
2020-03-13,44.1755
2020-03-14,42.546
2020-03-15,41.3325
2020-03-16,41.555
2020-03-17,39.634
2020-03-18,41.0785
2020-03-19,43.9605
2020-03-20,43.532
2020-03-21,41.541
2020-03-22,45.485
2020-03-23,40.0835
2020-03-24,40.3345
2020-03-25,41.9205
2020-03-26,42.741
2020-03-27,45.527
2020-03-28,42.2625
2020-03-29,47.6925
2020-03-30,39.172
2020-03-31,43.1085
2020-04-01,42.635000000000005
2020-04-02,42.936
2020-04-03,38.2235
2020-04-04,41.9555
2020-04-05,44.0945
2020-04-06,43.855
2020-04-07,41.5365
2020-04-08,41.78
2020-04-09,47.9825
2020-05-19,41.4695
2020-05-20,43.0045
2020-05-21,39.563
2020-05-22,39.908
2020-05-23,48.5405
2020-05-24,42.092
2020-05-25,41.4665
2020-05-26,40.9925
2020-05-27,41.995
2020-05-28,39.673
2020-05-29,42.8385
2020-05-30,36.98
2020-05-31,38.372
2020-06-01,35.0195
2020-06-02,41.2375
2020-06-03,42.398
2020-06-04,44.01649999999999
2020-06-05,45.7465
2020-06-06,45.319
2020-06-07,45.263
2020-06-08,51.462
2020-06-09,43.478
2020-06-10,43.2755
2020-06-11,39.36
2020-06-12,41.6335
2020-06-13,38.932
2020-06-14,41.2605
2020-06-15,40.1425
2020-06-16,41.2435
2020-06-17,45.361
2020-06-18,47.2395
2020-06-19,43.323
2020-06-20,39.926
2020-06-21,39.383500000000005
2020-06-22,38.917
2020-06-23,39.841
2020-06-24,40.2535
2020-06-25,38.6175
2020-06-26,40.706
2020-06-27,40.954
2020-06-28,46.2085
2020-06-29,51.6735
2020-06-30,47.183
2020-07-01,45.4395
2020-07-02,40.38549999999999
2020-07-03,43.111
2020-07-04,44.1765
2020-07-05,52.721
2020-07-06,45.738
2020-07-07,42.7795
2020-07-08,48.23350000000001
2020-07-09,45.1905
2020-07-10,46.0395
2020-07-11,43.848
2020-07-12,45.028
2020-07-13,45.653
2020-07-14,43.778
2020-07-15,44.107
2020-07-16,47.3355
2020-07-17,41.715
2020-07-18,40.789
2020-07-19,45.774
2020-07-20,44.9735
2020-07-21,56.859
2020-07-22,52.1865
2020-07-23,46.3185
2020-07-24,44.9345
2020-07-25,47.9005
2020-07-26,47.310500000000005
2020-07-27,46.8145
2020-07-28,45.4925
2020-07-29,45.0955
2020-07-30,43.6785
2020-07-31,43.6105
2020-08-01,43.209
2020-08-02,41.7565
2020-08-03,49.03
2020-08-04,48.841
2020-08-05,47.6335
2020-08-06,46.0505
2020-08-07,44.4525
2020-08-08,41.42250000000001
2020-08-09,46.5325
2020-08-10,44.826
2020-08-11,44.243
2020-08-12,43.448
2020-08-13,43.4785
2020-08-14,43.264
2020-08-15,48.16
2020-08-16,47.4875
2020-08-17,49.91
2020-08-18,68.7085
2020-08-19,51.3005
2020-08-20,51.0505
2020-08-21,72.22149999999999
2020-08-22,80.1985
2020-08-23,65.629
2020-08-24,56.1125
2020-08-25,55.66
2020-08-26,55.9405
2020-08-27,54.6205
2020-08-28,53.207
2020-08-29,50.258
2020-08-30,54.632
2020-08-31,57.5435
2020-09-01,49.1485
2020-09-02,44.299
2020-09-03,48.71
2020-09-04,50.270500000000006
2020-09-05,50.883
2020-09-06,53.551
2020-09-07,107.3865
2020-09-08,67.5815
2020-09-09,58.8615
2020-09-10,55.7775
2020-09-11,57.874
2020-09-12,58.75
2020-09-13,57.28
2020-09-14,52.7605
2020-09-15,50.9605
2020-09-16,53.5095
2020-09-17,58.0155
2020-09-18,57.669
2020-09-19,77.291
2020-09-20,86.03399999999999
2020-09-21,72.242
2020-09-22,62.0915
2020-09-23,66.0355
2020-09-24,72.80799999999999
2020-09-25,69.324
2020-09-26,74.4725
2020-09-27,63.713
2020-09-28,63.0775
2020-09-29,64.089
2020-09-30,61.5735
2020-10-01,64.212
2020-10-02,66.513
2020-10-03,70.8095
2020-10-04,90.03
2020-10-05,87.2495
2020-10-06,86.032
2020-10-07,97.5495
2020-10-08,81.871
2020-10-09,61.264
2020-10-10,65.3045
2020-10-11,66.805
2020-10-12,26.359
2020-10-13,39.8175
2020-10-14,61.621500000000005
2020-10-15,51.9145
2020-10-16,30.4305
2020-10-17,29.7205
2020-10-18,60.396
2020-10-19,45.1965
2020-10-20,36.459
2020-10-21,41.4195
2020-10-22,49.2485
2020-10-23,16.261
2020-10-24,25.4255
2020-10-25,23.398
2020-10-26,1.5855
2020-10-27,5.6075
2020-10-28,24.7805
2020-10-29,27.673
2020-10-30,24.455
2020-10-31,26.31
2020-11-01,26.3895
2020-11-02,27.986
2020-11-03,24.722
2020-11-04,42.805
2020-11-05,37.438
2020-11-06,44.400000000000006
2020-11-07,58.519
2020-11-08,0.4325
2020-11-09,4.735
2020-11-10,2.808
2020-11-11,2.432
2020-11-12,0.6975
2020-11-13,1.224
2020-11-14,0.1345
2020-11-15,1.513
2020-11-16,14.015
2020-11-17,17.7905
2020-11-18,1.374
2020-11-19,0.7145
2020-11-20,1.4235
2020-11-21,5.8645
2020-11-22,5.6495
2020-11-23,12.54
2020-11-24,8.8515
2020-11-25,4.0255
2020-11-26,2.0875
2020-11-27,2.137
2020-11-28,4.72
2020-11-29,7.2675
2020-11-30,8.5415
2020-12-01,3.3975
2020-12-02,2.3225
2020-12-03,1.421
2020-12-04,3.932
2020-12-05,9.6895
2020-12-06,15.448
2020-12-07,17.7325
2020-12-08,12.8935
2020-12-09,17.3975
2020-12-10,22.3625
2020-12-11,16.0845
2020-12-12,8.8325
2020-12-13,3.1675
2020-12-14,4.064
2020-12-15,4.239
2020-12-16,3.741
2020-12-17,3.5185
2020-12-18,4.5695
2020-12-19,6.517
2020-12-20,4.912
2020-12-21,6.926
2020-12-22,3.683
2020-12-23,0.174
2020-12-24,1.7405
2020-12-25,5.2105
2020-12-26,5.7595
2020-12-27,7.4825
2020-12-28,3.603
2020-12-29,4.7585
2020-12-30,7.8935
2020-12-31,9.9885
2020-01-01,22.5825
2020-01-02,4.183999999999999
2020-01-03,6.799
2020-01-04,5.5815
2020-01-05,17.3245
2020-01-06,11.2845
2020-01-07,5.6825
2020-01-08,8.005500000000001
2020-01-09,17.025
2020-01-10,1.5535
2020-01-11,2.7775
2020-01-12,8.6705
2020-01-13,1.9365
2020-01-14,2.0705
2020-01-15,2.1025
2020-01-16,6.7835
2020-01-17,0.9975
2020-01-18,2.6355000000000004
