time_stamp,pm10.0_atm
2022-01-01,1.6455000000000002
2022-01-02,6.876
2022-01-03,21.2225
2022-01-04,7.1865
2022-01-05,6.1385
2022-01-06,14.8645
2022-01-07,1.4305
2022-01-08,2.156
2022-01-09,7.2965
2022-01-10,19.5245
2022-01-11,47.80200000000001
2022-01-12,48.417
2022-01-13,47.738
2022-01-14,58.596
2022-01-15,41.5025
2022-01-16,51.221500000000006
2022-01-17,60.2655
2022-01-18,72.196
2022-01-19,76.217
2022-01-20,51.948
2022-01-21,24.8465
2022-01-22,8.6995
2022-01-23,21.1245
2022-01-24,34.2405
2022-01-25,24.788
2022-01-26,10.113
2022-01-27,16.741
2022-01-28,20.1825
2022-01-29,35.103
2022-01-30,55.636
2022-01-31,44.706500000000005
2022-02-01,1.678
2022-02-02,2.065
2022-02-03,7.250500000000001
2022-02-04,18.1565
2022-02-05,23.539
2022-02-06,21.639
2022-02-07,16.5215
2022-02-08,19.6315
2022-02-09,26.4
2022-02-10,15.949000000000002
2022-02-11,16.558
2022-02-12,11.7135
2022-02-13,15.802
2022-02-14,14.039
2022-02-15,3.053
2022-02-16,4.3055
2022-02-17,5.5305
2022-02-18,9.8765
2022-02-19,7.2125
2022-02-20,2.8895
2022-02-21,1.029
2022-02-22,2.277
2022-02-23,3.4315
2022-02-24,8.9525
2022-02-25,3.3840000000000003
2022-02-26,7.601
2022-02-27,14.328500000000002
2022-02-28,22.262
2022-03-01,20.9475
2022-03-02,22.536
2022-03-03,11.6265
2022-03-04,1.602
2022-03-05,2.077
2022-03-06,1.6155
2022-03-07,4.49
2022-03-08,5.0725
2022-03-09,4.6975
2022-03-10,1.6349999999999998
2022-03-11,2.3555
2022-03-12,2.56
2022-03-13,1.9385
2022-03-14,11.5455
2022-03-15,4.9055
2022-03-16,5.7365
2022-03-17,2.0165
2022-03-18,4.9655000000000005
2022-03-19,3.5865
2022-03-20,1.5645000000000002
2022-03-21,2.3995
2022-03-22,4.57
2022-03-23,4.9595
2022-03-24,6.6365
2022-03-25,2.93
2022-03-26,1.8445
2022-03-27,3.9185
2022-03-28,0.6995
2022-03-29,1.4415
