time_stamp,pm10.0_atm
2023-01-01,11.9505
2023-01-02,2.171
2023-01-03,19.152
2023-01-04,22.2225
2023-01-05,4.1715
2023-01-06,3.9485
2023-01-07,16.5715
2023-01-08,3.6625
2023-01-09,1.913
2023-01-10,0.363
2023-01-11,2.5435
2023-01-12,3.9775
2023-01-13,8.5435
2023-01-14,4.7455
2023-01-15,1.2095
2023-01-16,5.5235
2023-01-17,16.5905
2023-01-18,3.937
2023-01-19,7.3635
2023-01-20,15.6075
2023-01-21,7.735
2023-01-22,17.015
2023-01-23,10.9455
2023-01-24,10.201
2023-01-25,28.744
2023-01-26,38.6025
2023-01-27,11.977
2023-01-28,2.895
2023-01-29,2.8495
2023-01-30,2.8360000000000003
2023-01-31,10.4795
2023-02-01,42.1195
2023-02-02,60.0895
2023-02-03,78.8485
2023-02-04,85.332
2023-02-05,66.69
2023-02-06,20.8215
2023-02-07,12.999
2023-02-08,23.6425
2023-02-10,11.712
2023-02-11,47.0565
2023-02-12,54.5265
2023-02-13,45.5685
2023-02-14,11.264
2023-02-15,0.8069999999999999
2023-02-16,4.26
2023-02-17,8.704
2023-02-18,32.413
2023-02-19,22.676
2023-02-20,7.334
2023-02-21,4.087
2023-02-22,1.6325
2023-02-23,1.794
2023-02-24,0.6135
2023-02-25,3.0985
2023-02-26,20.372
2023-02-27,0.1515
2023-02-28,0.2245
2023-03-01,2.3225
2023-03-02,2.8725
2023-03-03,5.0975
2023-03-04,5.2835
2023-03-05,1.3725
2023-03-06,2.232
2023-03-07,8.2375
2023-03-08,22.254
2023-03-09,4.167
2023-03-10,1.357
2023-03-11,2.5245
2023-03-12,13.0565
2023-03-13,14.896
2023-03-14,0.8745
2023-03-16,2.171
2023-03-17,4.72
2023-03-18,7.492000000000001
2023-03-19,2.6215
2023-03-20,0.8895000000000001
2023-03-21,8.514
2023-03-22,0.91
2023-03-23,0.939
2023-03-24,2.798
2023-03-25,0.182
2023-03-26,0.803
2023-03-27,1.4645
2023-03-28,1.773
2023-03-29,0.847
2023-03-30,1.4015
2023-03-31,1.165
2023-04-01,1.2705
2023-04-02,1.247
2023-04-03,3.668
2023-04-04,1.3635
2023-04-05,5.137
2023-04-06,2.272
2023-04-07,6.065
2023-04-08,9.7425
2023-04-09,6.4510000000000005
2023-04-10,4.566
2023-04-11,2.5695
2023-04-12,1.7115
2023-04-13,2.9445
2023-04-14,3.749
2023-04-15,4.113
2023-04-16,5.5735
2023-04-17,2.731
2023-04-18,3.928
2023-04-19,1.3050000000000002
2023-04-20,1.2475
2023-04-21,1.347
2023-04-22,4.88
2023-04-23,5.824
2023-04-24,3.2475
2023-04-25,1.754
2023-04-26,10.426
2023-04-27,2.5725
2023-04-28,1.466
2023-04-29,3.821
2023-04-30,3.912
2023-05-01,2.5015
2023-05-02,3.8615
2023-05-03,3.367
2023-05-04,2.311
2023-05-05,0.6819999999999999
2023-05-06,0.3355
2023-05-07,1.801
2023-05-08,4.367
2023-05-09,4.5335
2023-05-10,2.607
2023-05-11,5.172499999999999
2023-05-12,4.298500000000001
2023-05-13,3.22
2023-05-14,2.641
2023-05-15,2.186
2023-05-16,4.927
2023-05-17,4.6125
2023-05-18,3.7045
2023-05-19,8.342
2023-05-20,46.074
2023-05-21,35.5255
2023-05-22,18.1695
2023-05-23,4.6985
2023-05-24,3.5105
2023-05-25,3.5435
2023-05-26,3.071
2023-05-27,3.5495
2023-05-28,6.5295000000000005
2023-05-29,5.9075
2023-05-30,5.1815
2023-05-31,4.005
2023-06-01,2.7185
2023-06-02,2.402
2023-06-03,5.7010000000000005
2023-06-04,3.2865
2023-06-05,4.054
2023-06-06,4.0435
2023-06-07,2.308
2023-06-08,3.055
2023-06-09,2.7495000000000003
2023-06-10,3.5655
2023-06-11,2.983
2023-06-12,2.1055
2023-06-13,1.943
2023-06-14,2.236
2023-06-15,1.808
2023-06-16,3.2670000000000003
2023-06-17,31.1225
2023-06-18,5.3715
2023-06-19,4.408
2023-06-20,3.044
2023-06-21,2.139
2023-06-22,3.125
2023-06-23,4.288
2023-06-24,5.6295
2023-06-25,5.7775
2023-06-26,2.9935
2023-06-27,4.2825
2023-06-28,4.33
2023-06-29,4.484
2023-06-30,5.564
2023-07-01,6.253
2023-07-02,5.17
2023-07-03,8.7185
2023-07-04,5.8245000000000005
2023-07-05,19.8415
2023-07-06,9.1585
2023-07-07,6.7785
2023-07-08,6.898
2023-07-09,7.3695
2023-07-10,2.7515
2023-07-11,2.8635
2023-07-12,3.7385
2023-07-13,4.7445
2023-07-14,4.4475
2023-07-15,4.016500000000001
2023-07-16,3.5780000000000003
2023-07-17,4.6005
2023-07-18,7.9835
2023-07-19,2.519
2023-07-20,4.5315
2023-07-21,5.902
2023-07-22,5.4135
2023-07-23,5.9235
2023-07-24,3.6295
2023-07-25,5.7435
2023-07-26,2.7525
2023-07-27,2.0860000000000003
2023-07-28,3.9395
2023-07-29,4.1365
2023-07-30,6.534
2023-07-31,9.224
2023-08-01,6.3295
2023-08-02,5.2895
2023-08-03,2.916
2023-08-04,3.3345
2023-08-05,3.791
2023-08-06,4.2955000000000005
2023-08-07,5.608
2023-08-08,8.6135
2023-08-09,11.274
2023-08-10,9.2805
2023-08-11,1.985
2023-08-12,2.039
2023-08-13,3.029
2023-08-14,4.79
2023-08-15,6.121
2023-08-16,2.1
2023-08-17,3.3775
2023-08-18,2.249
2023-08-19,1.1005
2023-08-20,3.1870000000000003
2023-08-21,3.7835
2023-08-22,1.1805
2023-08-23,2.912
2023-08-24,5.924
2023-08-25,7.8375
2023-08-26,7.28
2023-08-27,5.156000000000001
2023-08-28,4.4015
2023-08-29,2.859
2023-08-30,33.4515
2023-08-31,31.5245
2023-09-01,1.4315
2023-09-02,1.5870000000000002
2023-09-03,2.8805
2023-09-04,1.031
2023-09-05,5.2975
2023-09-06,3.5015
2023-09-07,1.9695
2023-09-08,0.974
2023-09-09,3.865
2023-09-10,5.8855
2023-09-11,5.619
2023-09-12,5.5665
2023-09-13,4.069
2023-09-14,6.147
2023-09-15,6.170999999999999
2023-09-16,4.926
2023-09-17,5.353999999999999
2023-09-18,3.351
2023-09-19,2.2305
2023-09-20,2.3955
2023-09-21,1.996
2023-09-22,3.5860000000000003
2023-09-23,9.2165
2023-09-24,9.099
2023-09-25,7.1025
2023-09-26,3.633
2023-09-27,3.099
2023-09-28,2.6
2023-09-29,4.4065
2023-09-30,2.496
2023-10-01,0.8515
2023-10-02,3.6955
2023-10-03,5.0635
2023-10-04,7.464
2023-10-05,5.2675
2023-10-06,8.886
2023-10-07,8.829
2023-10-08,9.127
2023-10-09,5.311999999999999
2023-10-10,3.181
2023-10-11,2.2345
2023-10-12,1.1095000000000002
2023-10-13,5.95
2023-10-14,4.103
2023-10-15,6.759
2023-10-16,6.962
2023-10-17,8.785499999999999
2023-10-18,6.9725
2023-10-19,4.788500000000001
2023-10-20,5.8555
2023-10-21,9.5245
2023-10-22,8.283
2023-10-23,5.618499999999999
2023-10-24,11.691
2023-10-25,6.806
2023-10-26,1.4025
2023-10-27,4.347
2023-10-28,7.813499999999999
2023-10-29,5.994999999999999
2023-10-30,10.346
2023-10-31,14.505
2023-11-01,28.6465
2023-11-02,19.024
2023-11-03,19.0815
2023-11-04,8.5215
2023-11-05,8.2835
2023-11-06,6.3515
2023-11-07,1.5975
2023-11-08,8.305
2023-11-09,8.8045
2023-11-10,14.3045
2023-11-11,17.174
2023-11-12,14.918
2023-11-13,8.7055
2023-11-14,2.9765
2023-11-15,5.2325
2023-11-16,2.8815
2023-11-17,16.292
2023-11-18,20.457
2023-11-19,7.2325
2023-11-20,0.927
2023-11-21,7.6585
2023-11-22,25.9305
2023-11-23,43.439
2023-11-24,17.258499999999998
2023-11-25,3.258
2023-11-26,8.241
2023-11-27,27.204
2023-11-28,42.7255
2023-11-29,56.6215
2023-11-30,59.0255
2023-12-01,47.1875
2023-12-02,3.613
2023-12-03,0.5630000000000001
2023-12-04,6.3865
2023-12-05,7.1165
2023-12-06,8.271
2023-12-07,0.71
2023-12-08,2.091
2023-12-09,3.5035
2023-12-10,6.7005
2023-12-11,15.7445
2023-12-12,29.5295
2023-12-13,23.6525
2023-12-14,15.3645
2023-12-15,30.28
2023-12-16,44.4735
2023-12-17,56.326
2023-12-18,59.509
2023-12-19,49.381
2023-12-20,28.5505
2023-12-21,26.5335
2023-12-22,21.514
2023-12-23,22.879
2023-12-24,1.4385
2023-12-25,10.773
2023-12-26,16.358
2023-12-27,28.371
2023-12-28,45.5565
2023-12-29,48.365
2023-12-30,56.32899999999999
2023-01-01,10.3345
2023-01-02,2.259
2023-01-03,13.8055
2023-01-04,14.259
2023-01-05,6.321
2023-01-06,5.4325
2023-01-07,9.684
2023-01-08,3.486
2023-01-09,3.8955
2023-01-10,0.2305
2023-01-11,2.259
2023-01-12,1.8135
2023-01-13,6.9785
2023-01-14,11.7325
2023-01-15,1.917
2023-01-16,2.8945
2023-01-17,21.3155
2023-01-18,4.6165
2023-01-19,8.8415
2023-01-20,12.196000000000002
2023-01-21,8.418
2023-01-22,18.2755
2023-01-23,9.0365
2023-01-24,7.414
2023-01-25,24.044
2023-01-26,33.4905
2023-01-27,14.4925
2023-01-28,2.287
2023-01-29,4.078
2023-01-30,3.846
2023-01-31,9.3625
2023-02-01,39.5715
2023-02-02,55.269
2023-02-03,75.8805
2023-02-04,77.582
2023-02-05,67.564
2023-02-06,19.957
2023-02-07,9.008500000000002
2023-02-08,25.1
2023-02-09,1.932
2023-02-10,10.816
2023-02-11,44.5055
2023-02-12,45.313500000000005
2023-02-13,41.7345
2023-02-14,13.6235
2023-02-15,1.0955
2023-02-16,2.063
2023-02-17,8.0115
2023-02-18,31.207
2023-02-19,21.704
2023-02-20,6.93
2023-02-21,4.388
2023-02-22,2.0375
2023-02-23,2.928
2023-02-24,0.5595
2023-02-25,3.3325
2023-02-26,18.5155
2023-02-27,0.0455
2023-02-28,0.2075
2023-03-01,1.5825
2023-03-02,2.8945
2023-03-03,5.307499999999999
2023-03-04,4.824999999999999
2023-03-05,1.4885000000000002
2023-03-06,1.9455
2023-03-07,9.699
2023-03-08,16.7595
2023-03-09,3.1955
2023-03-10,3.0425
2023-03-11,0.9445
2023-03-12,11.824
2023-03-13,4.178
2023-03-14,1.3305
2023-03-15,0.348
2023-03-16,4.002000000000001
2023-03-17,1.862
2023-03-18,2.6695
2023-03-19,1.3624999999999998
2023-03-20,1.034
2023-03-21,4.451
2023-03-22,0.6805
2023-03-23,1.916
2023-03-24,3.2715
2023-03-25,0.071
2023-03-26,0.3125
2023-03-27,1.4355
2023-03-28,1.908
2023-03-29,0.8485
2023-03-30,1.747
2023-03-31,1.8885
2023-04-01,0.5539999999999999
2023-04-02,1.3655
2023-04-03,3.248
2023-04-04,0.7090000000000001
2023-04-05,1.334
2023-04-06,1.191
2023-04-07,3.317
2023-04-08,10.812
2023-04-09,3.045
2023-04-10,2.897
2023-04-11,1.4489999999999998
2023-04-12,1.223
2023-04-13,2.4815
2023-04-14,2.0015
2023-04-15,2.134
2023-04-16,3.646
2023-04-17,2.8165
2023-04-18,2.9215
2023-04-19,0.5775
2023-04-20,0.508
2023-04-21,0.9935
2023-04-22,3.019
2023-04-23,4.346
2023-04-24,2.0285
2023-04-25,1.4145
2023-04-26,7.637
2023-04-27,1.047
2023-04-28,0.7949999999999999
2023-04-29,2.1305
2023-04-30,1.6869999999999998
2023-05-01,1.6960000000000002
2023-05-02,2.7975000000000003
2023-05-03,2.308
2023-05-04,1.5585
2023-05-05,0.49
2023-05-06,0.256
2023-05-07,0.9625
2023-05-08,2.2675
2023-05-09,2.9530000000000003
2023-05-10,2.6945
2023-05-11,3.9005
2023-05-12,2.591
2023-05-13,1.686
2023-05-14,1.222
2023-05-15,2.3955
2023-05-16,3.526
2023-05-17,3.5135
2023-05-18,2.964
2023-05-19,9.3405
2023-05-20,46.691
2023-05-21,32.116
2023-05-22,17.777500000000003
2023-05-23,4.5025
2023-05-24,2.2755
2023-05-25,2.0605
2023-05-26,2.3585
2023-05-27,1.663
2023-05-28,3.7385
2023-05-29,3.598
2023-05-30,4.1535
2023-05-31,3.1775
2023-06-01,1.7374999999999998
2023-06-02,1.7425000000000002
2023-06-03,2.858
2023-06-04,2.076
2023-06-05,3.5905
2023-06-06,2.3345
2023-06-07,1.8215
2023-06-08,1.706
2023-06-09,2.54
2023-06-10,3.322
2023-06-11,1.9135
2023-06-12,1.764
2023-06-13,1.557
2023-06-14,1.5025
2023-06-15,1.0355
2023-06-16,2.1215
2023-06-17,2.9025
2023-06-18,4.231
2023-06-19,3.8285
2023-06-20,2.8905000000000003
2023-06-21,2.157
2023-06-22,2.659
2023-06-23,2.7995
2023-06-24,3.0825
2023-06-25,4.702500000000001
2023-06-26,1.8915
2023-06-27,3.0315
2023-06-28,3.6925
2023-06-29,3.7515
2023-06-30,3.468
2023-07-01,5.0920000000000005
2023-07-02,3.3595
2023-07-03,6.4255
2023-07-04,4.4295
2023-07-05,10.536
2023-07-06,6.9465
2023-07-07,5.8325
2023-07-08,6.094
2023-07-09,5.089
2023-07-10,1.919
2023-07-11,2.0855
2023-07-12,3.1675
2023-07-13,3.507
2023-07-14,3.334
2023-07-15,2.3955
2023-07-16,2.6235
2023-07-17,3.599
2023-07-18,6.0085
2023-07-19,2.7355
2023-07-20,3.0275
2023-07-21,4.6435
2023-07-22,3.8255
2023-07-23,3.6205
2023-07-24,2.894
2023-07-25,4.245
2023-07-26,2.597
2023-07-27,1.968
2023-07-28,2.6615
2023-07-29,3.1835
2023-07-30,5.8005
2023-07-31,10.802
2023-08-01,6.774
2023-08-02,5.4275
2023-08-03,2.5945
2023-08-04,2.705
2023-08-05,3.674
2023-08-06,3.9015
2023-08-07,4.4155
2023-08-08,7.967499999999999
2023-08-09,9.689
2023-08-10,8.021
2023-08-11,2.854
2023-08-12,1.4089999999999998
2023-08-13,1.631
2023-08-14,3.723
2023-08-15,5.550000000000001
2023-08-16,1.9465
2023-08-17,2.958
2023-08-18,2.1625
2023-08-19,1.105
2023-08-20,2.2085
2023-08-21,3.467
2023-08-22,0.7015
2023-08-23,2.5185000000000004
2023-08-24,4.275
2023-08-25,4.622999999999999
2023-08-26,4.497
2023-08-27,3.723
2023-08-28,3.622
2023-08-29,1.818
2023-08-30,18.599
2023-08-31,26.1605
2023-09-01,1.9685
2023-09-02,1.301
2023-09-03,2.4005
2023-09-04,1.3965
2023-09-05,4.314
2023-09-06,3.4
2023-09-07,1.3045
2023-09-08,0.6555
2023-09-09,2.7985
2023-09-10,5.5455
2023-09-11,4.176
2023-09-12,3.803
2023-09-13,4.471500000000001
2023-09-14,4.752000000000001
2023-09-15,3.5695
2023-09-16,3.4715
2023-09-17,3.4835000000000003
2023-09-18,2.172
2023-09-19,1.4035000000000002
2023-09-20,1.721
2023-09-21,1.6645
2023-09-22,2.2795
2023-09-23,3.977
2023-09-24,5.3685
2023-09-25,4.7045
2023-09-26,3.0275
2023-09-27,2.0735
2023-09-28,2.2965
2023-09-29,2.753
2023-09-30,2.452
2023-10-01,0.7845
2023-10-02,1.278
2023-10-03,3.862
2023-10-04,3.5335
2023-10-05,3.8545
2023-10-06,5.593500000000001
2023-10-07,5.0235
2023-10-08,4.5245
2023-10-09,2.055
2023-10-10,2.789
2023-10-11,1.454
2023-10-12,1.5905
2023-10-13,3.572
2023-10-14,4.2735
2023-10-15,3.253
2023-10-16,3.783
2023-10-17,5.497
2023-10-18,3.9065
2023-10-19,2.6575
2023-10-20,3.644
2023-10-21,5.2005
2023-10-22,4.698
2023-10-23,4.5855
2023-10-24,9.124
2023-10-25,5.218500000000001
2023-10-26,1.3475
2023-10-27,2.0645
2023-10-28,5.5175
2023-10-29,7.032
2023-10-30,7.1835
2023-10-31,11.234
2023-11-01,20.1235
2023-11-02,12.853
2023-11-03,12.833
2023-11-04,3.686
2023-11-05,9.9555
