time_stamp,pm2.5_alt,pm2.5_alt_a,pm2.5_alt_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1,pm2.5_cf_1_a,pm2.5_cf_1_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pm10.0_cf_1,pm10.0_cf_1_a,pm10.0_cf_1_b
2021-09-04T00:00:00Z,18.7,18.7,,29,29,,32.378,32.378,,33.28,33.28,,34.745,34.745,
2021-09-05T00:00:00Z,11.8,11.8,,17.897,17.897,,19.64,19.64,,20.368,20.368,,22.677,22.677,
2021-09-06T00:00:00Z,11.5,11.5,,19.032,19.032,,19.296,19.296,,20.962,20.962,,21.128,21.128,
2021-09-07T00:00:00Z,13,13,,19.658,19.658,,21.942,21.942,,23.204,23.204,,23.879,23.879,
2021-09-08T00:00:00Z,8.4,8.4,,13.621,13.621,,13.799,13.799,,15.513,15.513,,15.591,15.591,
2021-09-09T00:00:00Z,11.3,11.3,,18.52,18.52,,18.855,18.855,,20.403,20.403,,20.437,20.437,
2021-09-10T00:00:00Z,3.9,3.9,,5.531,5.531,,5.531,5.531,,6.194,6.194,,6.194,6.194,
2021-09-11T00:00:00Z,7.4,7.4,,11.368,11.368,,11.745,11.745,,12.615,12.615,,12.892,12.892,
2021-09-12T00:00:00Z,2.8,2.8,,3.599,3.599,,3.599,3.599,,4.17,4.17,,4.17,4.17,
2021-09-13T00:00:00Z,2.3,2.3,,2.68,2.68,,2.68,2.68,,3.197,3.197,,3.198,3.198,
2021-09-14T00:00:00Z,8,8,,12.804,12.804,,12.831,12.831,,13.909,13.909,,13.91,13.91,
2021-09-15T00:00:00Z,12.3,12.3,,20.598,20.598,,20.696,20.696,,22.227,22.227,,22.231,22.231,
2021-09-16T00:00:00Z,9.3,9.3,,14.923,14.923,,15.129,15.129,,16.366,16.366,,16.392,16.392,
2021-09-17T00:00:00Z,11.7,11.7,,19.561,19.561,,19.64,19.64,,21.224,21.224,,21.232,21.232,
2021-09-18T00:00:00Z,4.4,4.4,,6.302,6.302,,6.301,6.301,,7.041,7.041,,7.041,7.041,
2021-09-19T00:00:00Z,3.3,3.3,,4.398,4.398,,4.407,4.407,,5.078,5.078,,5.078,5.078,
2021-09-20T00:00:00Z,0.8,0.8,,0.364,0.364,,0.364,0.364,,0.598,0.598,,0.598,0.598,
2021-09-21T00:00:00Z,1,1,,0.804,0.804,,0.819,0.819,,1.273,1.273,,1.28,1.28,
2021-09-22T00:00:00Z,1.6,1.6,,1.539,1.539,,1.543,1.543,,2.133,2.133,,2.14,2.14,
2021-09-23T00:00:00Z,2.6,2.6,,3.184,3.184,,3.184,3.184,,3.913,3.913,,3.913,3.913,
2021-09-24T00:00:00Z,4.9,4.9,,7.242,7.242,,7.242,7.242,,8.115,8.115,,8.115,8.115,
2021-09-25T00:00:00Z,5.2,5.2,,7.729,7.729,,7.729,7.729,,8.511,8.511,,8.511,8.511,
2021-09-26T00:00:00Z,4.8,4.8,,7.301,7.301,,7.301,7.301,,8.176,8.176,,8.176,8.176,
2021-09-27T00:00:00Z,8.9,8.9,,14.795,14.795,,14.864,14.864,,16.378,16.378,,16.377,16.377,
2021-09-28T00:00:00Z,9.2,9.2,,15.291,15.291,,15.3,15.3,,17.338,17.338,,17.338,17.338,
2021-09-29T00:00:00Z,2.3,2.3,,2.489,2.489,,2.857,2.857,,3.391,3.391,,3.734,3.734,
2021-09-30T00:00:00Z,5.3,5.3,,6.947,6.947,,7.579,7.579,,8.341,8.341,,8.655,8.655,
2021-10-01T00:00:00Z,5.4,5.4,,7.048,7.048,,7.481,7.481,,8.164,8.164,,8.283,8.283,
2021-10-02T00:00:00Z,2.8,2.8,,3.071,3.071,,3.071,3.071,,3.894,3.894,,3.894,3.894,
2021-10-03T00:00:00Z,2.6,2.6,,2.669,2.669,,2.668,2.668,,3.342,3.342,,3.342,3.342,
2021-10-04T00:00:00Z,3.1,3.1,,3.461,3.461,,3.48,3.48,,4.176,4.176,,4.176,4.176,
2021-10-05T00:00:00Z,2.5,2.5,,2.388,2.388,,2.388,2.388,,2.922,2.922,,2.922,2.922,
2021-10-06T00:00:00Z,2.8,2.8,,3.174,3.174,,3.209,3.209,,3.831,3.831,,3.832,3.832,
2021-10-07T00:00:00Z,2.5,2.5,,3.176,3.176,,3.192,3.192,,3.929,3.929,,3.938,3.938,
2021-10-08T00:00:00Z,3,3,,4.003,4.003,,4.003,4.003,,4.669,4.669,,4.669,4.669,
2021-10-09T00:00:00Z,1.5,1.5,,1.455,1.455,,1.455,1.455,,1.988,1.988,,1.988,1.988,
2021-10-10T00:00:00Z,4.1,4.1,,5.991,5.991,,6.063,6.063,,6.794,6.794,,6.795,6.795,
2021-10-11T00:00:00Z,7.6,7.6,,12.271,12.271,,12.278,12.278,,13.408,13.408,,13.408,13.408,
2021-10-12T00:00:00Z,3.5,3.5,,4.408,4.408,,5.005,5.005,,5.289,5.289,,5.594,5.594,
2021-10-13T00:00:00Z,3.7,3.7,,4.987,4.987,,5.814,5.814,,6.385,6.385,,6.961,6.961,
2021-10-14T00:00:00Z,2,2,,2.347,2.347,,2.355,2.355,,2.972,2.972,,2.971,2.971,
2021-10-15T00:00:00Z,0.7,0.7,,0.478,0.478,,0.478,0.478,,0.76,0.76,,0.76,0.76,
2021-10-16T00:00:00Z,1.2,1.2,,0.97,0.97,,0.97,0.97,,1.261,1.261,,1.261,1.261,
2021-10-17T00:00:00Z,1.6,1.6,,1.686,1.686,,1.686,1.686,,2.224,2.224,,2.224,2.224,
2021-10-18T00:00:00Z,0.8,0.8,,0.425,0.425,,0.425,0.425,,0.717,0.717,,0.717,0.717,
2021-10-19T00:00:00Z,1.4,1.4,,1.473,1.473,,1.609,1.609,,1.915,1.915,,2.032,2.032,
2021-10-20T00:00:00Z,2.1,2.1,,2.784,2.784,,2.787,2.787,,3.67,3.67,,3.674,3.674,
2021-10-21T00:00:00Z,3.9,3.9,,5.35,5.35,,5.66,5.66,,6.37,6.37,,6.467,6.467,
2021-10-22T00:00:00Z,2.9,2.9,,3.703,3.703,,3.934,3.934,,4.395,4.395,,4.485,4.485,
2021-10-23T00:00:00Z,0.7,0.7,,0.312,0.312,,0.312,0.312,,0.538,0.538,,0.538,0.538,
2021-10-24T00:00:00Z,1,1,,0.881,0.881,,0.881,0.881,,1.142,1.142,,1.142,1.142,
2021-10-25T00:00:00Z,1.6,1.6,,1.898,1.898,,2.106,2.106,,2.417,2.417,,2.594,2.594,
2021-10-26T00:00:00Z,7.1,7.1,,10.078,10.078,,11.642,11.642,,11.636,11.636,,12.641,12.641,
2021-10-27T00:00:00Z,0.6,0.6,,0.342,0.342,,0.342,0.342,,0.568,0.568,,0.568,0.568,
2021-10-28T00:00:00Z,0.9,0.9,,0.637,0.637,,0.637,0.637,,1.036,1.036,,1.036,1.036,
2021-10-29T00:00:00Z,1.7,1.7,,1.303,1.303,,1.303,1.303,,1.663,1.663,,1.663,1.663,
2021-10-30T00:00:00Z,1.3,1.3,,0.641,0.641,,0.641,0.641,,0.888,0.888,,0.888,0.888,
2021-10-31T00:00:00Z,2.5,2.5,,2.496,2.496,,2.496,2.496,,2.933,2.933,,2.932,2.932,
2021-11-01T00:00:00Z,3.7,3.7,,4.688,4.688,,4.688,4.688,,5.241,5.241,,5.241,5.241,
2021-11-02T00:00:00Z,2.1,2.1,,1.933,1.933,,1.933,1.933,,2.442,2.442,,2.442,2.442,
2021-11-03T00:00:00Z,1.1,1.1,,0.632,0.632,,0.635,0.635,,1.021,1.021,,1.029,1.029,
2021-11-04T00:00:00Z,1.8,1.8,,2.187,2.187,,2.188,2.188,,2.904,2.904,,2.904,2.904,
2021-11-05T00:00:00Z,20.2,20.2,,23.707,23.707,,33.281,33.281,,26.479,26.479,,36.404,36.404,
2021-11-06T00:00:00Z,2.9,2.9,,3.745,3.745,,3.969,3.969,,4.341,4.341,,4.423,4.423,
2021-11-07T00:00:00Z,1.2,1.2,,1.136,1.136,,1.136,1.136,,1.472,1.472,,1.472,1.472,
2021-11-08T00:00:00Z,2.3,2.3,,2.99,2.99,,2.994,2.994,,3.724,3.724,,3.724,3.724,
2021-11-09T00:00:00Z,2.3,2.3,,3.048,3.048,,3.081,3.081,,3.491,3.491,,3.493,3.493,
2021-11-10T00:00:00Z,1.2,1.2,,1.199,1.199,,1.202,1.202,,1.767,1.767,,1.772,1.772,
2021-11-11T00:00:00Z,1.9,1.9,,2.147,2.147,,2.147,2.147,,2.663,2.663,,2.663,2.663,
2021-11-12T00:00:00Z,1,1,,0.769,0.769,,0.769,0.769,,1.052,1.052,,1.052,1.052,
2021-11-13T00:00:00Z,4.3,4.3,,5.681,5.681,,6.409,6.409,,6.61,6.61,,6.944,6.944,
2021-11-14T00:00:00Z,1.6,1.6,,1.686,1.686,,1.686,1.686,,2.195,2.195,,2.194,2.194,
2021-11-15T00:00:00Z,0.8,0.8,,0.548,0.548,,0.548,0.548,,0.863,0.863,,0.863,0.863,
2021-11-16T00:00:00Z,2,2,,2.645,2.645,,2.791,2.791,,3.178,3.178,,3.219,3.219,
2021-11-17T00:00:00Z,0.8,0.8,,0.648,0.648,,0.648,0.648,,0.952,0.952,,0.952,0.952,
2021-11-18T00:00:00Z,1.3,1.3,,1.364,1.364,,1.404,1.404,,1.617,1.617,,1.623,1.623,
2021-11-19T00:00:00Z,1,1,,0.672,0.672,,0.672,0.672,,0.835,0.835,,0.835,0.835,
2021-11-20T00:00:00Z,1.1,1.1,,0.535,0.535,,0.535,0.535,,0.794,0.794,,0.794,0.794,
2021-11-21T00:00:00Z,0.7,0.7,,0.316,0.316,,0.316,0.316,,0.509,0.509,,0.509,0.509,
2021-11-22T00:00:00Z,1.3,1.3,,0.973,0.973,,0.973,0.973,,1.26,1.26,,1.26,1.26,
2021-11-23T00:00:00Z,1.3,1.3,,0.816,0.816,,0.816,0.816,,1.027,1.027,,1.027,1.027,
2021-11-24T00:00:00Z,0.9,0.9,,0.79,0.79,,0.79,0.79,,1.214,1.214,,1.214,1.214,
2021-11-25T00:00:00Z,1.2,1.2,,1.483,1.483,,1.49,1.49,,1.784,1.784,,1.784,1.784,
2021-11-26T00:00:00Z,0.8,0.8,,0.641,0.641,,0.641,0.641,,0.87,0.87,,0.871,0.871,
2021-11-27T00:00:00Z,2,2,,2.595,2.595,,2.601,2.601,,3.262,3.262,,3.263,3.263,
2021-11-28T00:00:00Z,1.5,1.5,,1.425,1.425,,1.425,1.425,,1.723,1.723,,1.723,1.723,
2021-11-29T00:00:00Z,1.4,1.4,,1.25,1.25,,1.25,1.25,,1.649,1.649,,1.649,1.649,
2021-11-30T00:00:00Z,1.3,1.3,,1.153,1.153,,1.153,1.153,,1.482,1.482,,1.482,1.482,
2021-12-01T00:00:00Z,2.5,2.5,,3.503,3.503,,3.514,3.514,,4.378,4.378,,4.393,4.393,
2021-12-02T00:00:00Z,6.4,6.4,,7.634,7.634,,10.791,10.791,,8.206,8.206,,11.234,11.234,
2021-12-03T00:00:00Z,1.9,1.9,,2.16,2.16,,2.256,2.256,,2.795,2.795,,2.879,2.879,
2021-12-04T00:00:00Z,3.2,3.2,,4.226,4.226,,4.271,4.271,,4.788,4.788,,4.791,4.791,
2021-12-05T00:00:00Z,1.1,1.1,,0.473,0.473,,0.473,0.473,,0.694,0.694,,0.694,0.694,
2021-12-06T00:00:00Z,1.2,1.2,,0.899,0.899,,0.899,0.899,,1.134,1.134,,1.134,1.134,
2021-12-07T00:00:00Z,1.1,1.1,,0.381,0.381,,0.381,0.381,,0.607,0.607,,0.607,0.607,
2021-12-08T00:00:00Z,0.7,0.7,,0.285,0.285,,0.285,0.285,,0.592,0.592,,0.592,0.592,
2021-12-09T00:00:00Z,0.4,0.4,,0.003,0.003,,0.003,0.003,,0.06,0.06,,0.06,0.06,
2021-12-10T00:00:00Z,2,2,,2.352,2.352,,2.46,2.46,,2.872,2.872,,2.901,2.901,
2021-12-11T00:00:00Z,0.6,0.6,,0.373,0.373,,0.373,0.373,,0.625,0.625,,0.625,0.625,
2021-12-12T00:00:00Z,0.9,0.9,,0.467,0.467,,0.467,0.467,,0.678,0.678,,0.678,0.678,
2021-12-13T00:00:00Z,0.5,0.5,,0.215,0.215,,0.215,0.215,,0.438,0.438,,0.438,0.438,
2021-12-14T00:00:00Z,0.3,0.3,,0.026,0.026,,0.026,0.026,,0.15,0.15,,0.15,0.15,
2021-12-15T00:00:00Z,1.2,1.2,,1.611,1.611,,1.615,1.615,,2.089,2.089,,2.09,2.09,
2021-12-16T00:00:00Z,1,1,,1.371,1.371,,1.372,1.372,,1.593,1.593,,1.593,1.593,
2021-12-17T00:00:00Z,0.5,0.5,,0.215,0.215,,0.215,0.215,,0.384,0.384,,0.384,0.384,
2021-12-18T00:00:00Z,0.4,0.4,,0.148,0.148,,0.148,0.148,,0.209,0.209,,0.209,0.209,
2021-12-19T00:00:00Z,0.7,0.7,,0.095,0.095,,0.095,0.095,,0.19,0.19,,0.19,0.19,
2021-12-20T00:00:00Z,2.5,2.5,,2.547,2.547,,2.656,2.656,,3.033,3.033,,3.052,3.052,
2021-12-21T00:00:00Z,2.4,2.4,,2.341,2.341,,2.448,2.448,,2.7,2.7,,2.725,2.725,
2021-12-22T00:00:00Z,2.1,2.1,,1.757,1.757,,1.757,1.757,,2.076,2.076,,2.076,2.076,
2021-12-23T00:00:00Z,2.1,2.1,,2.375,2.375,,2.374,2.374,,2.758,2.758,,2.759,2.759,
2021-12-24T00:00:00Z,0.5,0.5,,0.167,0.167,,0.167,0.167,,0.259,0.259,,0.259,0.259,
2021-12-25T00:00:00Z,0.5,0.5,,0.268,0.268,,0.268,0.268,,0.456,0.456,,0.456,0.456,
2021-12-26T00:00:00Z,0.2,0.2,,0.033,0.033,,0.033,0.033,,0.128,0.128,,0.128,0.128,
2021-12-27T00:00:00Z,0.2,0.2,,0.056,0.056,,0.056,0.056,,0.169,0.169,,0.169,0.169,
2021-12-28T00:00:00Z,5.3,5.3,,6.416,6.416,,8.692,8.692,,7.266,7.266,,9.565,9.565,
2021-12-29T00:00:00Z,0.5,0.5,,0.247,0.247,,0.247,0.247,,0.508,0.508,,0.508,0.508,
2021-12-31T00:00:00Z,1.5,1.5,,1.891,1.891,,2.066,2.066,,2.171,2.171,,2.229,2.229,
2022-01-01T00:00:00Z,0.6,0.6,,0.512,0.512,,0.512,0.512,,0.656,0.656,,0.656,0.656,
2022-01-02T00:00:00Z,0.6,0.6,,0.483,0.483,,0.487,0.487,,0.797,0.797,,0.802,0.802,
2022-01-03T00:00:00Z,2.5,2.5,,3.159,3.159,,3.494,3.494,,4.054,4.054,,4.306,4.306,
2022-01-04T00:00:00Z,0.6,0.6,,0.313,0.313,,0.313,0.313,,0.447,0.447,,0.447,0.447,
2022-01-05T00:00:00Z,2.3,2.3,,2.626,2.626,,2.827,2.827,,3.103,3.103,,3.188,3.188,
2022-01-06T00:00:00Z,3.2,3.2,,3.901,3.901,,4.32,4.32,,4.457,4.457,,4.685,4.685,
2022-01-07T00:00:00Z,1.1,1.1,,1.05,1.05,,1.065,1.065,,1.203,1.203,,1.203,1.203,
2022-01-08T00:00:00Z,0.7,0.7,,0.275,0.275,,0.275,0.275,,0.415,0.415,,0.415,0.415,
2022-01-09T00:00:00Z,4.3,4.3,,5.131,5.131,,6.478,6.478,,5.887,5.887,,6.949,6.949,
2022-01-10T00:00:00Z,0.4,0.4,,0.053,0.053,,0.054,0.054,,0.087,0.087,,0.087,0.087,
2022-01-11T00:00:00Z,2.4,2.4,,2.161,2.161,,3.162,3.162,,2.351,2.351,,3.399,3.399,
2022-01-12T00:00:00Z,4.5,4.5,,5.253,5.253,,7.078,7.078,,5.738,5.738,,7.553,7.553,
2022-01-13T00:00:00Z,3.1,3.1,,4.239,4.239,,4.505,4.505,,5.052,5.052,,5.269,5.269,
2022-01-14T00:00:00Z,3.2,3.2,,4.026,4.026,,4.594,4.594,,4.64,4.64,,5.007,5.007,
2022-01-15T00:00:00Z,0.7,0.7,,0.354,0.354,,0.354,0.354,,0.511,0.511,,0.511,0.511,
2022-01-16T00:00:00Z,3.8,3.8,,4.67,4.67,,5.735,5.735,,5.686,5.686,,6.675,6.675,
2022-01-17T00:00:00Z,9.9,9.9,,12.519,12.519,,16.326,16.326,,14.48,14.48,,18.406,18.406,
2022-01-18T00:00:00Z,3,3,,4.105,4.105,,4.259,4.259,,4.598,4.598,,4.653,4.653,
2022-01-19T00:00:00Z,2.6,2.6,,3.5,3.5,,3.536,3.536,,3.993,3.993,,4.01,4.01,
2022-01-20T00:00:00Z,2.9,2.9,,3.817,3.817,,3.839,3.839,,4.348,4.348,,4.348,4.348,
2022-01-21T00:00:00Z,1.4,1.4,,0.844,0.844,,0.867,0.867,,1.22,1.22,,1.248,1.248,
2022-01-22T00:00:00Z,1.7,1.7,,1.789,1.789,,1.969,1.969,,2.038,2.038,,2.168,2.168,
2022-01-23T00:00:00Z,1.2,1.2,,0.835,0.835,,0.849,0.849,,1.027,1.027,,1.028,1.028,
2022-01-24T00:00:00Z,7.5,7.5,,8.735,8.735,,11.286,11.286,,9.71,9.71,,12.195,12.195,
2022-01-25T00:00:00Z,1.3,1.3,,0.9,0.9,,0.963,0.963,,1.336,1.336,,1.425,1.425,
2022-01-26T00:00:00Z,3.1,3.1,,3.618,3.618,,4.598,4.598,,4.248,4.248,,4.808,4.808,
2022-01-27T00:00:00Z,0.7,0.7,,0.367,0.367,,0.367,0.367,,0.447,0.447,,0.447,0.447,
2022-01-28T00:00:00Z,1.4,1.4,,1.449,1.449,,1.469,1.469,,1.805,1.805,,1.807,1.807,
2022-01-29T00:00:00Z,1.7,1.7,,1.414,1.414,,1.541,1.541,,1.716,1.716,,1.815,1.815,
2022-01-30T00:00:00Z,1,1,,0.296,0.296,,0.296,0.296,,0.504,0.504,,0.504,0.504,
2022-01-31T00:00:00Z,2.9,2.9,,3.087,3.087,,3.405,3.405,,3.744,3.744,,3.971,3.971,
2022-02-01T00:00:00Z,0.7,0.7,,0.58,0.58,,0.581,0.581,,0.702,0.702,,0.702,0.702,
2022-02-02T00:00:00Z,3,3,,3.673,3.673,,4.591,4.591,,4.289,4.289,,5.041,5.041,
2022-02-03T00:00:00Z,2.5,2.5,,2.974,2.974,,3.375,3.375,,3.358,3.358,,3.597,3.597,
2022-02-04T00:00:00Z,0.3,0.3,,0.001,0.001,,0.001,0.001,,0.018,0.018,,0.018,0.018,
2022-02-05T00:00:00Z,1.6,1.6,,1.727,1.727,,1.971,1.971,,2.028,2.028,,2.14,2.14,
2022-02-06T00:00:00Z,0.7,0.7,,0.185,0.185,,0.185,0.185,,0.271,0.271,,0.271,0.271,
2022-02-07T00:00:00Z,1.2,1.2,,0.792,0.792,,0.792,0.792,,1.135,1.135,,1.135,1.135,
2022-02-08T00:00:00Z,4.2,4.2,,4.596,4.596,,5.966,5.966,,5.39,5.39,,6.277,6.277,
2022-02-09T00:00:00Z,2.9,2.9,,3.275,3.275,,3.565,3.565,,3.832,3.832,,4.012,4.012,
2022-02-10T00:00:00Z,1,1,,0.609,0.609,,0.609,0.609,,0.736,0.736,,0.736,0.736,
2022-02-11T00:00:00Z,0.6,0.6,,0.035,0.035,,0.035,0.035,,0.179,0.179,,0.18,0.18,
2022-02-12T00:00:00Z,1.5,1.5,,1.421,1.421,,1.467,1.467,,1.716,1.716,,1.721,1.721,
2022-02-13T00:00:00Z,1,1,,0.383,0.383,,0.383,0.383,,0.603,0.603,,0.603,0.603,
2022-02-14T00:00:00Z,1,1,,0.403,0.403,,0.403,0.403,,0.673,0.673,,0.673,0.673,
2022-02-15T00:00:00Z,2.2,2.2,,2.551,2.551,,2.601,2.601,,2.899,2.899,,2.903,2.903,
2022-02-16T00:00:00Z,1.2,1.2,,1.215,1.215,,1.226,1.226,,1.616,1.616,,1.628,1.628,
2022-02-17T00:00:00Z,0.7,0.7,,0.332,0.332,,0.34,0.34,,0.404,0.404,,0.409,0.409,
2022-02-18T00:00:00Z,2,2,,2.095,2.095,,2.573,2.573,,2.437,2.437,,2.834,2.834,
2022-02-19T00:00:00Z,0.3,0.3,,0.001,0.001,,0.001,0.001,,0.043,0.043,,0.043,0.043,
2022-02-20T00:00:00Z,1,1,,0.88,0.88,,0.883,0.883,,1.012,1.012,,1.013,1.013,
2022-02-21T00:00:00Z,2.2,2.2,,2.688,2.688,,2.806,2.806,,2.975,2.975,,3.011,3.011,
2022-02-22T00:00:00Z,0.3,0.3,,0.014,0.014,,0.014,0.014,,0.041,0.041,,0.041,0.041,
2022-02-23T00:00:00Z,0.5,0.5,,0.094,0.094,,0.094,0.094,,0.183,0.183,,0.183,0.183,
2022-02-24T00:00:00Z,1.9,1.9,,2.07,2.07,,2.184,2.184,,2.347,2.347,,2.383,2.383,
2022-02-25T00:00:00Z,0.6,0.6,,0.272,0.272,,0.284,0.284,,0.435,0.435,,0.442,0.442,
2022-02-26T00:00:00Z,0.4,0.4,,0.042,0.042,,0.042,0.042,,0.083,0.083,,0.083,0.083,
2022-02-27T00:00:00Z,0.7,0.7,,0.467,0.467,,0.474,0.474,,0.613,0.613,,0.616,0.616,
2022-02-28T00:00:00Z,1.4,1.4,,1.008,1.008,,1.008,1.008,,1.467,1.467,,1.467,1.467,
2022-03-01T00:00:00Z,7.6,7.6,,9.698,9.698,,11.47,11.47,,10.974,10.974,,12.351,12.351,
2022-03-02T00:00:00Z,1.5,1.5,,1.165,1.165,,1.168,1.168,,1.661,1.661,,1.662,1.662,
2022-03-03T00:00:00Z,1,1,,0.505,0.505,,0.505,0.505,,0.924,0.924,,0.924,0.924,
2022-03-04T00:00:00Z,5.5,5.5,,6.433,6.433,,8.029,8.029,,7.68,7.68,,9.25,9.25,
2022-03-05T00:00:00Z,3.2,3.2,,4.251,4.251,,4.566,4.566,,4.872,4.872,,4.967,4.967,
2022-03-06T00:00:00Z,0.8,0.8,,0.633,0.633,,0.633,0.633,,0.898,0.898,,0.898,0.898,
2022-03-07T00:00:00Z,1,1,,0.796,0.796,,0.796,0.796,,1.041,1.041,,1.041,1.041,
2022-03-08T00:00:00Z,1,1,,0.718,0.718,,0.793,0.793,,1.044,1.044,,1.137,1.137,
2022-03-09T00:00:00Z,4.1,4.1,,4.631,4.631,,6.412,6.412,,4.959,4.959,,6.646,6.646,
2022-03-10T00:00:00Z,8.1,8.1,,8.916,8.916,,12.603,12.603,,10.286,10.286,,13.95,13.95,
2022-03-11T00:00:00Z,0.8,0.8,,0.703,0.703,,0.774,0.774,,0.991,0.991,,1.098,1.098,
2022-03-12T00:00:00Z,2,2,,2.311,2.311,,2.532,2.532,,2.666,2.666,,2.739,2.739,
2022-03-13T00:00:00Z,0.3,0.3,,0.002,0.002,,0.002,0.002,,0.034,0.034,,0.034,0.034,
2022-03-14T00:00:00Z,2.6,2.6,,2.484,2.484,,3.736,3.736,,3.189,3.189,,4.728,4.728,
2022-03-15T00:00:00Z,6.3,6.3,,7.172,7.172,,9.419,9.419,,8.722,8.722,,10.857,10.857,
2022-03-16T00:00:00Z,0.4,0.4,,0.012,0.012,,0.012,0.012,,0.076,0.076,,0.076,0.076,
2022-03-17T00:00:00Z,0.2,0.2,,0.027,0.027,,0.027,0.027,,0.059,0.059,,0.059,0.059,
2022-03-18T00:00:00Z,1.5,1.5,,1.423,1.423,,1.92,1.92,,1.638,1.638,,2.063,2.063,
2022-03-19T00:00:00Z,0.9,0.9,,0.461,0.461,,0.486,0.486,,0.62,0.62,,0.635,0.635,
2022-03-20T00:00:00Z,0.4,0.4,,0.004,0.004,,0.004,0.004,,0.042,0.042,,0.042,0.042,
2022-03-21T00:00:00Z,0.6,0.6,,0.059,0.059,,0.059,0.059,,0.222,0.222,,0.222,0.222,
2022-03-22T00:00:00Z,0.5,0.5,,0.158,0.158,,0.158,0.158,,0.319,0.319,,0.319,0.319,
2022-03-23T00:00:00Z,2,2,,2.289,2.289,,2.505,2.505,,2.869,2.869,,3.014,3.014,
2022-03-24T00:00:00Z,1.1,1.1,,1.003,1.003,,1.003,1.003,,1.195,1.195,,1.195,1.195,
2022-03-25T00:00:00Z,1.6,1.6,,1.576,1.576,,1.582,1.582,,2.33,2.33,,2.334,2.334,
2022-03-26T00:00:00Z,1.8,1.8,,1.688,1.688,,1.694,1.694,,2.125,2.125,,2.127,2.127,
2022-03-27T00:00:00Z,1.5,1.5,,0.988,0.988,,0.988,0.988,,1.416,1.416,,1.416,1.416,
2022-03-28T00:00:00Z,1.6,1.6,,1.252,1.252,,1.253,1.253,,1.986,1.986,,1.986,1.986,
2022-03-29T00:00:00Z,0.6,0.6,,0.084,0.084,,0.084,0.084,,0.302,0.302,,0.302,0.302,
2022-03-30T00:00:00Z,0.7,0.7,,0.199,0.199,,0.199,0.199,,0.492,0.492,,0.492,0.492,
2022-03-31T00:00:00Z,3.6,3.6,,4.575,4.575,,5.259,5.259,,5.27,5.27,,5.591,5.591,
2022-04-01T00:00:00Z,1.5,1.5,,1.508,1.508,,1.512,1.512,,1.758,1.758,,1.758,1.758,
