Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2/8/2022,AQS,490353013,1,0.031,ppm,29,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/9/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/10/2022,AQS,490353013,1,0.032,ppm,30,Herriman #3,13,76,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/11/2022,AQS,490353013,1,0.036,ppm,33,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/12/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/13/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/14/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/15/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/16/2022,AQS,490353013,1,0.036,ppm,33,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/17/2022,AQS,490353013,1,0.034,ppm,31,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/18/2022,AQS,490353013,1,0.036,ppm,33,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/19/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/20/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/21/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/22/2022,AQS,490353013,1,0.04,ppm,37,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/23/2022,AQS,490353013,1,0.033,ppm,31,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/24/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/25/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/26/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/27/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
2/28/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/1/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/2/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/3/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/4/2022,AQS,490353013,1,0.045,ppm,42,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/5/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/6/2022,AQS,490353013,1,0.04,ppm,37,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/7/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/8/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/9/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/10/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/11/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/12/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/13/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/14/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/15/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/16/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/17/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/18/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/19/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/20/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/21/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/22/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/23/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/24/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/25/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/26/2022,AQS,490353013,1,0.04,ppm,37,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/27/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/28/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/29/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/30/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
3/31/2022,AQS,490353013,1,0.034,ppm,31,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/1/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/2/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/3/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/4/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/5/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/6/2022,AQS,490353013,1,0.045,ppm,42,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/7/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/8/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/9/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/10/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/11/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/12/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/13/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/14/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/15/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/16/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/17/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/18/2022,AQS,490353013,1,0.053,ppm,49,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/19/2022,AQS,490353013,1,0.041,ppm,38,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/20/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/21/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/22/2022,AQS,490353013,1,0.04,ppm,37,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/23/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/24/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/25/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/26/2022,AQS,490353013,1,0.053,ppm,49,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/27/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/28/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/29/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
4/30/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/1/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/2/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/3/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/4/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/5/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/6/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/7/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/8/2022,AQS,490353013,1,0.045,ppm,42,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/9/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/10/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/11/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/12/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/13/2022,AQS,490353013,1,0.045,ppm,42,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/14/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/15/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/16/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/17/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/18/2022,AQS,490353013,1,0.057,ppm,58,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/19/2022,AQS,490353013,1,0.044,ppm,41,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/20/2022,AQS,490353013,1,0.039,ppm,36,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/21/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/22/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/23/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/24/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/25/2022,AQS,490353013,1,0.052,ppm,48,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/26/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/27/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/28/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/29/2022,AQS,490353013,1,0.043,ppm,40,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/30/2022,AQS,490353013,1,0.032,ppm,30,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
5/31/2022,AQS,490353013,1,0.037,ppm,34,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/1/2022,AQS,490353013,1,0.057,ppm,58,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/2/2022,AQS,490353013,1,0.058,ppm,61,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/3/2022,AQS,490353013,1,0.057,ppm,58,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/4/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/5/2022,AQS,490353013,1,0.038,ppm,35,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/6/2022,AQS,490353013,1,0.049,ppm,45,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/7/2022,AQS,490353013,1,0.06,ppm,67,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/8/2022,AQS,490353013,1,0.065,ppm,84,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/9/2022,AQS,490353013,1,0.069,ppm,97,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/10/2022,AQS,490353013,1,0.061,ppm,71,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/11/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/12/2022,AQS,490353013,1,0.053,ppm,49,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/13/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/14/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/15/2022,AQS,490353013,1,0.054,ppm,50,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/16/2022,AQS,490353013,1,0.059,ppm,64,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/17/2022,AQS,490353013,1,0.052,ppm,48,Herriman #3,14,82,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/18/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/19/2022,AQS,490353013,1,0.055,ppm,51,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/20/2022,AQS,490353013,1,0.047,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/21/2022,AQS,490353013,1,0.056,ppm,54,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/22/2022,AQS,490353013,1,0.064,ppm,80,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/23/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/24/2022,AQS,490353013,1,0.055,ppm,51,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/25/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/26/2022,AQS,490353013,1,0.055,ppm,51,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/27/2022,AQS,490353013,1,0.053,ppm,49,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/28/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
6/30/2022,AQS,490353013,1,0.055,ppm,51,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/1/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/2/2022,AQS,490353013,1,0.042,ppm,39,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/3/2022,AQS,490353013,1,0.045,ppm,42,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/4/2022,AQS,490353013,1,0.05,ppm,46,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/5/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/6/2022,AQS,490353013,1,0.046,ppm,43,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/7/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/8/2022,AQS,490353013,1,0.051,ppm,47,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/9/2022,AQS,490353013,1,0.048,ppm,44,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/10/2022,AQS,490353013,1,0.057,ppm,58,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/11/2022,AQS,490353013,1,0.058,ppm,61,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/12/2022,AQS,490353013,1,0.056,ppm,54,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/13/2022,AQS,490353013,1,0.054,ppm,50,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/14/2022,AQS,490353013,1,0.053,ppm,49,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/15/2022,AQS,490353013,1,0.057,ppm,58,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
7/16/2022,AQS,490353013,1,0.066,ppm,87,Herriman #3,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.496392,-112.036298
