Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
9/16/2022,AQS,490353006,1,0.054,ppm,50,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/17/2022,AQS,490353006,1,0.055,ppm,51,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/18/2022,AQS,490353006,1,0.045,ppm,42,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/19/2022,AQS,490353006,1,0.047,ppm,44,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/20/2022,AQS,490353006,1,0.041,ppm,38,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/21/2022,AQS,490353006,1,0.036,ppm,33,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/22/2022,AQS,490353006,1,0.044,ppm,41,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/23/2022,AQS,490353006,1,0.049,ppm,45,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/24/2022,AQS,490353006,1,0.053,ppm,49,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/25/2022,AQS,490353006,1,0.057,ppm,58,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/26/2022,AQS,490353006,1,0.059,ppm,64,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/27/2022,AQS,490353006,1,0.052,ppm,48,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/28/2022,AQS,490353006,1,0.043,ppm,40,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/29/2022,AQS,490353006,1,0.045,ppm,42,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
9/30/2022,AQS,490353006,1,0.043,ppm,40,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/1/2022,AQS,490353006,1,0.044,ppm,41,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/2/2022,AQS,490353006,1,0.045,ppm,42,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/3/2022,AQS,490353006,1,0.047,ppm,44,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/4/2022,AQS,490353006,1,0.046,ppm,43,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/5/2022,AQS,490353006,1,0.051,ppm,47,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/6/2022,AQS,490353006,1,0.047,ppm,44,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/7/2022,AQS,490353006,1,0.049,ppm,45,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/8/2022,AQS,490353006,1,0.054,ppm,50,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/9/2022,AQS,490353006,1,0.056,ppm,54,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/10/2022,AQS,490353006,1,0.047,ppm,44,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/11/2022,AQS,490353006,1,0.038,ppm,35,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/12/2022,AQS,490353006,1,0.042,ppm,39,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/13/2022,AQS,490353006,1,0.041,ppm,38,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/14/2022,AQS,490353006,1,0.043,ppm,40,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/15/2022,AQS,490353006,1,0.044,ppm,41,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/16/2022,AQS,490353006,1,0.041,ppm,38,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/17/2022,AQS,490353006,1,0.039,ppm,36,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/18/2022,AQS,490353006,1,0.04,ppm,37,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/19/2022,AQS,490353006,1,0.039,ppm,36,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/20/2022,AQS,490353006,1,0.04,ppm,37,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/21/2022,AQS,490353006,1,0.042,ppm,39,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/22/2022,AQS,490353006,1,0.044,ppm,41,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/23/2022,AQS,490353006,1,0.032,ppm,30,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/24/2022,AQS,490353006,1,0.032,ppm,30,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/25/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/26/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/27/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/28/2022,AQS,490353006,1,0.032,ppm,30,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/29/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/30/2022,AQS,490353006,1,0.041,ppm,38,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
10/31/2022,AQS,490353006,1,0.036,ppm,33,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/1/2022,AQS,490353006,1,0.045,ppm,42,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/2/2022,AQS,490353006,1,0.03,ppm,28,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/3/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/4/2022,AQS,490353006,1,0.031,ppm,29,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/5/2022,AQS,490353006,1,0.032,ppm,30,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/6/2022,AQS,490353006,1,0.038,ppm,35,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/7/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/8/2022,AQS,490353006,1,0.031,ppm,29,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/9/2022,AQS,490353006,1,0.039,ppm,36,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/10/2022,AQS,490353006,1,0.036,ppm,33,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/11/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/12/2022,AQS,490353006,1,0.026,ppm,24,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/13/2022,AQS,490353006,1,0.035,ppm,32,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/14/2022,AQS,490353006,1,0.035,ppm,32,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/15/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/16/2022,AQS,490353006,1,0.03,ppm,28,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/17/2022,AQS,490353006,1,0.027,ppm,25,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/18/2022,AQS,490353006,1,0.031,ppm,29,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/19/2022,AQS,490353006,1,0.029,ppm,27,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/20/2022,AQS,490353006,1,0.026,ppm,24,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/21/2022,AQS,490353006,1,0.017,ppm,16,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/22/2022,AQS,490353006,1,0.014,ppm,13,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/23/2022,AQS,490353006,1,0.028,ppm,26,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/24/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/25/2022,AQS,490353006,1,0.027,ppm,25,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/26/2022,AQS,490353006,1,0.02,ppm,19,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/27/2022,AQS,490353006,1,0.037,ppm,34,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/28/2022,AQS,490353006,1,0.031,ppm,29,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/29/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
11/30/2022,AQS,490353006,1,0.035,ppm,32,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/1/2022,AQS,490353006,1,0.043,ppm,40,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/2/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/3/2022,AQS,490353006,1,0.019,ppm,18,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/4/2022,AQS,490353006,1,0.02,ppm,19,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/5/2022,AQS,490353006,1,0.024,ppm,22,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/6/2022,AQS,490353006,1,0.02,ppm,19,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/7/2022,AQS,490353006,1,0.018,ppm,17,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/8/2022,AQS,490353006,1,0.022,ppm,20,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/9/2022,AQS,490353006,1,0.027,ppm,25,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/10/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/11/2022,AQS,490353006,1,0.04,ppm,37,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/12/2022,AQS,490353006,1,0.033,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/13/2022,AQS,490353006,1,0.028,ppm,26,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/14/2022,AQS,490353006,1,0.026,ppm,24,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/15/2022,AQS,490353006,1,0.028,ppm,26,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/16/2022,AQS,490353006,1,0.024,ppm,22,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/17/2022,AQS,490353006,1,0.027,ppm,25,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/18/2022,AQS,490353006,1,0.023,ppm,21,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/19/2022,AQS,490353006,1,0.015,ppm,14,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/20/2022,AQS,490353006,1,0.011,ppm,10,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/21/2022,AQS,490353006,1,0.035,ppm,32,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/22/2022,AQS,490353006,1,0.028,ppm,26,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/23/2022,AQS,490353006,1,0.011,ppm,10,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/24/2022,AQS,490353006,1,0.01,ppm,9,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/25/2022,AQS,490353006,1,0.008,ppm,7,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/26/2022,AQS,490353006,1,0.016,ppm,15,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/27/2022,AQS,490353006,1,0.038,ppm,35,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/28/2022,AQS,490353006,1,0.027,ppm,25,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/29/2022,AQS,490353006,1,0.034,ppm,31,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
12/30/2022,AQS,490353006,1,0.035,ppm,32,Hawthorne,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/1/2022,AQS,490353010,1,0.031,ppm,29,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/2/2022,AQS,490353010,1,0.029,ppm,27,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/3/2022,AQS,490353010,1,0.03,ppm,28,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/4/2022,AQS,490353010,1,0.024,ppm,22,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/5/2022,AQS,490353010,1,0.018,ppm,17,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/6/2022,AQS,490353010,1,0.025,ppm,23,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/7/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/8/2022,AQS,490353010,1,0.033,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/9/2022,AQS,490353010,1,0.026,ppm,24,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/10/2022,AQS,490353010,1,0.018,ppm,17,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/11/2022,AQS,490353010,1,0.011,ppm,10,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/12/2022,AQS,490353010,1,0.014,ppm,13,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/13/2022,AQS,490353010,1,0.005,ppm,5,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/14/2022,AQS,490353010,1,0.026,ppm,24,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/15/2022,AQS,490353010,1,0.024,ppm,22,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/16/2022,AQS,490353010,1,0.022,ppm,20,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/17/2022,AQS,490353010,1,0.014,ppm,13,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/18/2022,AQS,490353010,1,0.017,ppm,16,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/19/2022,AQS,490353010,1,0.017,ppm,16,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/20/2022,AQS,490353010,1,0.017,ppm,16,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/21/2022,AQS,490353010,1,0.026,ppm,24,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/22/2022,AQS,490353010,1,0.028,ppm,26,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/23/2022,AQS,490353010,1,0.025,ppm,23,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/24/2022,AQS,490353010,1,0.016,ppm,15,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/25/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/26/2022,AQS,490353010,1,0.031,ppm,29,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/27/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/28/2022,AQS,490353010,1,0.02,ppm,19,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/29/2022,AQS,490353010,1,0.021,ppm,19,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/30/2022,AQS,490353010,1,0.023,ppm,21,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
1/31/2022,AQS,490353010,1,0.03,ppm,28,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/1/2022,AQS,490353010,1,0.036,ppm,33,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/2/2022,AQS,490353010,1,0.034,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/3/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/4/2022,AQS,490353010,1,0.027,ppm,25,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/5/2022,AQS,490353010,1,0.031,ppm,29,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/6/2022,AQS,490353010,1,0.034,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/7/2022,AQS,490353010,1,0.027,ppm,25,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/8/2022,AQS,490353010,1,0.024,ppm,22,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/9/2022,AQS,490353010,1,0.033,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/10/2022,AQS,490353010,1,0.03,ppm,28,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/11/2022,AQS,490353010,1,0.031,ppm,29,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/12/2022,AQS,490353010,1,0.036,ppm,33,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/13/2022,AQS,490353010,1,0.034,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/14/2022,AQS,490353010,1,0.031,ppm,29,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/15/2022,AQS,490353010,1,0.034,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/16/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/17/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/18/2022,AQS,490353010,1,0.032,ppm,30,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/19/2022,AQS,490353010,1,0.035,ppm,32,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/20/2022,AQS,490353010,1,0.034,ppm,31,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
2/21/2022,AQS,490353010,1,0.035,ppm,32,ROSE PARK,17,100,44201,Ozone,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.78422,-111.931
