Date,Source,Site ID,POC,Daily Mean PM10 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/2/2023,AQS,490353006,1,4,ug/m3 SC,4,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/3/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/4/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/5/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/6/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/7/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/8/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/9/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/10/2023,AQS,490353006,1,3,ug/m3 SC,3,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/11/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/12/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/13/2023,AQS,490353006,1,35,ug/m3 SC,32,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/14/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/15/2023,AQS,490353006,1,4,ug/m3 SC,4,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/16/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/17/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/18/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/19/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/20/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/21/2023,AQS,490353006,1,15,ug/m3 SC,14,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/22/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/23/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/24/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/25/2023,AQS,490353006,1,24,ug/m3 SC,22,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/26/2023,AQS,490353006,1,26,ug/m3 SC,24,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/27/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/28/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/29/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/30/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
1/31/2023,AQS,490353006,1,34,ug/m3 SC,31,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/1/2023,AQS,490353006,1,55,ug/m3 SC,51,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/2/2023,AQS,490353006,1,65,ug/m3 SC,56,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/3/2023,AQS,490353006,1,79,ug/m3 SC,63,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/4/2023,AQS,490353006,1,71,ug/m3 SC,59,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/5/2023,AQS,490353006,1,42,ug/m3 SC,39,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/6/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/7/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/8/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/9/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/10/2023,AQS,490353006,1,40,ug/m3 SC,37,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/11/2023,AQS,490353006,1,49,ug/m3 SC,45,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/12/2023,AQS,490353006,1,43,ug/m3 SC,40,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/13/2023,AQS,490353006,1,59,ug/m3 SC,53,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/14/2023,AQS,490353006,1,10,ug/m3 SC,9,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/15/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/16/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/17/2023,AQS,490353006,1,33,ug/m3 SC,31,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/18/2023,AQS,490353006,1,36,ug/m3 SC,33,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/19/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/20/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/21/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/22/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/23/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/24/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/25/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/26/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/27/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
2/28/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/1/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/2/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/3/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/4/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/5/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/6/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/7/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/8/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/9/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/10/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/11/2023,AQS,490353006,1,8,ug/m3 SC,7,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/12/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/13/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/14/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/15/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/16/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/17/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/18/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/19/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/20/2023,AQS,490353006,1,4,ug/m3 SC,4,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/21/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/22/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/23/2023,AQS,490353006,1,3,ug/m3 SC,3,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/24/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/25/2023,AQS,490353006,1,35,ug/m3 SC,32,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/26/2023,AQS,490353006,1,3,ug/m3 SC,3,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/27/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/28/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/29/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/30/2023,AQS,490353006,1,4,ug/m3 SC,4,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
3/31/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/1/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/2/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/3/2023,AQS,490353006,1,3,ug/m3 SC,3,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/4/2023,AQS,490353006,1,3,ug/m3 SC,3,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/5/2023,AQS,490353006,1,5,ug/m3 SC,5,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/6/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/7/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/8/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/9/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/10/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/11/2023,AQS,490353006,1,30,ug/m3 SC,28,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/12/2023,AQS,490353006,1,62,ug/m3 SC,54,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/13/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/14/2023,AQS,490353006,1,12,ug/m3 SC,11,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/15/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/16/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/17/2023,AQS,490353006,1,28,ug/m3 SC,26,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/20/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/21/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/23/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/26/2023,AQS,490353006,1,11,ug/m3 SC,10,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/27/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/29/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
4/30/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/1/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/2/2023,AQS,490353006,1,30,ug/m3 SC,28,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/3/2023,AQS,490353006,1,33,ug/m3 SC,31,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/4/2023,AQS,490353006,1,26,ug/m3 SC,24,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/5/2023,AQS,490353006,1,13,ug/m3 SC,12,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/6/2023,AQS,490353006,1,7,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/7/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/8/2023,AQS,490353006,1,20,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/9/2023,AQS,490353006,1,22,ug/m3 SC,20,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/10/2023,AQS,490353006,1,27,ug/m3 SC,25,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/11/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/12/2023,AQS,490353006,1,19,ug/m3 SC,18,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/13/2023,AQS,490353006,1,9,ug/m3 SC,8,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/14/2023,AQS,490353006,1,6,ug/m3 SC,6,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/15/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/16/2023,AQS,490353006,1,18,ug/m3 SC,17,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/17/2023,AQS,490353006,1,37,ug/m3 SC,34,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/18/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/19/2023,AQS,490353006,1,21,ug/m3 SC,19,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/20/2023,AQS,490353006,1,34,ug/m3 SC,31,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/21/2023,AQS,490353006,1,25,ug/m3 SC,23,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/22/2023,AQS,490353006,1,29,ug/m3 SC,27,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/23/2023,AQS,490353006,1,14,ug/m3 SC,13,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/24/2023,AQS,490353006,1,16,ug/m3 SC,15,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
5/25/2023,AQS,490353006,1,17,ug/m3 SC,16,Hawthorne,1,100,81102,PM10 Total 0-10um STP,41620,"Salt Lake City, UT",49,Utah,35,Salt Lake,40.736389,-111.872222
